topik,keyword,tweet,gambar,url,label
Pajak,Makanan Tradisional dikenakan pajak,[HOAKS] Makanan Tradisional akan Dikenakan Pajak 12 Persen,,https://twitter.com/infopubliksolok/status/1417865344463552518,0
tomat,tomat mencerahkan kulit,"Tahukah Anda masker tomat dipercaya dapat mencerahkan, memutihkan dan meremajakan kulit wajah Kita #SXtips
",,https://twitter.com/slimxpressid/status/580957402792509440,1
covid-19,covid adalah bakteri yang terpapar radiasi,[Cek Fakta] Rusia Sebut Covid-19 Adalah Bakteri yang Terpapar Radiasi? Ini Faktanya,,https://twitter.com/medcom_id/status/1389203779644379147?s=20,1
Cuka apel,Cuka apel diklaim bisa untuk diet,Cuka apel diyakini memiliki banyak manfaat untuk kesehatan dan kecantikan. Bahkan juga digunakan dalam program diet. Bunda tertarik mencoba?,,https://twitter.com/haibundacom/status/1252524807524093952,1
Timor Leste,timor leste bergabung dengan indonesia,Warga negara Timor Leste dikabarkan ingin bergabung lagi dengan dengan Indonesia bila diberi kesempatan kedua.,,https://twitter.com/sarahvi88692448/status/1304575313280729093?s=20,1
,,"Sudah kuduga!! 

Hakim yang Tolak Banding HRS Memotong Hukuman Djoko Tjandra & Pinangki
https://oposisicerdas.com/2021/08/hakim-yang-tolak-banding-hrs-memotong.html 

#JikaJokowiNegarawanMundurlah 
#JikaJokowiNegarawanMundurlah",,https://twitter.com/SanusiUndins/status/1432274761187397638?s=20,1
beras,beras mengandung pemutih,"Waspada thd beras mengandung pemutih ya, Bu. Tdk hanya menyebabkan kanker kandung kemih, tp juga asma pada anak-anak. #InfoSehat",,https://twitter.com/BerasMaknyussID/status/827011141834469377,1
Covid 21,Virus Covid-19 dapat ditularkan melalui gigitan nyamuk  ,"bahwa semua nyamuk yang terkumpul dinyatakan negatif virus.  
Yuk, cari tahu lebih banyak mengenai Mitos! Covid tidak dapat ditularkan melalui gigitan nyamuk! pada link http://bit.ly/MitosNyamukTidakDapatMenularkanCovid

Salam Sehat, 
RS Columbia Asia Indonesia",,https://twitter.com/RSColumbiaAsia/status/1367748437437911042,0
MSG,MSG (Monosodium Glutamat) menyebabkan kangker,"MSG, monosodium glutamat. selain penyebab kanker juga berpotensi menyebabkan hipertensi http://tmblr.co/Z3WQGwKOVRB9",,https://twitter.com/aenialqhisty/status/195682445385928705,1
kremasi,kremasi masal di india,"da info kalo gambar2 yang selama ini beredar ttg kremasi massal dan sebagainya itu peristiwa kebocoran gas di India, bukan ttg corona.",,https://twitter.com/theaniwijayanti/status/1387639696507904002?s=20,1
Anak,Anak-anak kebal covid,"Data IDAI memperlihatkan, hingga 18 mei, hampir enam ratus anak positif Corona. Dan lebih dari 3.300 anak dalam status pasien dalam pengawasan. Karena itu, ikatan dokter anak Indonesia membantah, bahwa anak ebih kebal terhadap paparan virus Covid-19. https://youtu.be/eWMv-8F0IFw",,https://twitter.com/CNNIDdaily/status/1265621273977122816,0
ayu ting-ting,petisi ayu ting-ting,Saya telah melakukan hal yg bermanfaat yaitu menandatangani petisi black list ayu ting-ting,,https://twitter.com/ubevo1/status/1423279755969789955,1
FPI,FPI masuk daftar hitam interpol,FPI masuk daftar hitam Interpol Internasional sebagai Ormas ilegal terlarang. FPI satu barisan dengan Teroris ISIS,,https://twitter.com/dadingmangoleh2/status/1336921394223828992?s=20,1
Bali,Pulau Bali akan Dijual,kalian aje Pulau bali dijual juga Smiling face with open mouth and tightly-closed eyesSmiling face with open mouth and tightly-closed eyesSmiling face with open mouth and tightly-closed eyes,,https://twitter.com/idangpramuka5/status/906806983491149824,1
aki,aki bisa meledak,Lupa Isi Air Aki Bisa Sebabkan Aki Meledak ,,https://twitter.com/YoshiNabil/status/905683698900721664,1
telur,telur setengah matang berbahaya untuk kesehatan,"[Kontroversi]: Telur Setengah Matang, Apakah Bermanfaat atau Berbahaya Bagi Kesehatan...? http://nblo.gs/ZiF97",,https://twitter.com/si_pecinta_ilmu/status/502645565528604672,1
Sate,Dampak makan sate,"#EhKauTauGak Dampak dari makan Sate Klathak Pak Pong di malam hari,adalah skip kuliah jam 7 #truestory",,https://twitter.com/FHUGMbasketball/status/222528072430256128,1
Garam,Garam bisa mengobati sakit gigi,"Benarkah Kumur Pakai Air Garam Bisa Mengobati Sakit Gigi?: Air garam bisa meredakan sakit gigi dengan baik. Tapi,… http://dlvr.it/MrkcyS",,https://twitter.com/Gitta_hermanta/status/807436217566408705,0
golongan darah o,darah o disukai nyamuk,"Ternyata Nyamuk Tidak Asal Gigit Orang, Darah O Lebih Disukai! http://goo.gl/fb/1he7pt",,https://twitter.com/ockygsb/status/616100887753158656,1
,,AHAYA NASI DARI MAGIC COM RACUN DARI NASI Keluarkan nasi dari rice cooker kalau sdh matang. Kalau lebih dari 12 jam menjadi pemicu diabetes Kebiasaan yang Jadi Pemicu Anak Menderita Kanker dan Diabetes http://mafaza-online.com,,https://twitter.com/YatmiHadija/status/1060378002062594048,1
,,Tadi nampak rambutan sekilo rm3 dorang jual..tapi size kecik je..takut nak makan rambutan sebab i still batuk,,https://twitter.com/ShashaBlackKatz/status/1420653106799333376,1
Rokok,Rokok baik untuk kesehatan,"ubir Penanganan Corona Achmad Yurianto menyebut, selain mempermudah penularan virus corona, merokok juga dapat merusak sel dinding pernapasan. Ia pun mengimbau agar masyarakat berhenti merokok. Sebab, aktivitas itu tak baik untuk kesehatan. #TopNews http://bit.ly/2TWFked",,https://twitter.com/kumparan/status/1237966966784241664?s=20,1
subsidi gas,subsidi gas 3 kg dihapus,-BPJS BAK RENTENIR -SUBSIDI GAS 3 KG DICABUT -GAJI HONORER DI HAPUSKAN -KPK MANDUL -KORUPTOR MAKMUR -RAKYAT MAKIN SENGSARA -KEADILAN HUKUM HILANG -PELAYANAN KESEHATAN KACAU -PEMIMPIN CUEK2 SAJA Silahkan ditambahkan tweeps Wajah dengan termometer.. .. .. .. #JKWMundurIndonesiaMakmur,,https://twitter.com/albert_jamaris/status/1223510570982240256?s=20,1
Presiden,Presiden Jokowi akan Disuntik Vaksin selain Sinovac,"Stelah vaksinasi,, liat dulu reaksinya 3pekan s.d 6pekan,, jika aman baru lanjut ke Nakes, masyarakat dll (tp jangan suntik vitamin ya)",,https://twitter.com/faisal_reds/status/1349179945847644162,1
,,"Sapa la mula sebar mesej Whatsapp kata di Vietnam COVID19 boleh dicegah dengan minum air teh hijau panas campur lemon? pundek, orang tua kat kampung dah percaya.",,https://twitter.com/yeenhamzah/status/1391614362134081538,1
sinar ultraviolet,sinar ultraviolet dapat merusak mata,Efek Radiasi Sinar Ultra Violet Dapat Merusak Lensa Mata http://brt.st/5YT0,,https://twitter.com/Beritasatu/status/1042816305424809985,0
paspampres,polisi dan paspampres,"Beredar di media sosial, video seorang personel Pasukan Pengamanan Presiden (Paspampres) sempat cekcok dengan personel Kepolisian yang menjaga penyekatan PPKM Darurat. Baca selengkapnya di: https://kompas.tv/article/190868/kronologi-cekcok-polisi-dengan-paspampres-di-penyekatan-ppkm-darurat…",,https://twitter.com/KompasTV/status/1413091492151926792,0
,,"berita yang benar vaksin nusantara sudah disetujui oleh 
@WHO
 
@WHOIndonesia",,https://twitter.com/Chicco_Putuhena/status/1432167052609941509?s=20,1
Vaksin kosong,Suntikan vaksin kosong,Mana vaksin nya kayak suntikan kosong gitu,,https://twitter.com/Dublin2Eric/status/1352607173386194945?s=20,1
UU Cipta Kerja,Nasib Pesantren Terancam dengan UU Ciptaker Omnibus Law,"Pesantren tak memiliki izin terancam sanksi pidana. Narasi tersebut tersebar lewat pesan berantai di aplikasi pesan Whatsapp.

Selengkapnya di https://web.facebook.com/official.jabarsaberhoaks/posts/682000782734511",,https://twitter.com/jabarsaberhoaks/status/1317272289021366272,0
,,"Msg nal bikin lemot otak tuh haha #DI ""
@kinalJKT48
: nyemil makaroni tapi tapi makaroni tidak seindah keripik dan lidilidian...""",,https://twitter.com/Big_JKT48/status/445515687063089152,1
bawang putih,manfaat bawang putih,"4. Menurunkan Risiko Osteoarthritis 

Riset membuktikan wanita yang rutin mengonsumsi bawang putih dlm menu harian mengalami penurunan risiko osteoarthritis .  Osteoarthritis adalah peradangan sendi yang pada umumnya berkaitan dengan penuaan.",,https://twitter.com/Evie19101/status/1347725745368354817,0
menguap,menguap kurang oksigen,Menguap ni sebab mengantuk ke sebab kurang oksigen?,,https://twitter.com/RemiJempol/status/1050034598292250627,1
Ekstrak Nanas,Ekstrak nanas dapat dijadikan obat corona,"New post in LawanHoaks:  RSS Feed - Hoax Buster (RSS)
[SALAH] Ekstrak Nanas Bisa Dijadikan Obat Virus Corona

Profesor David Morris, Ilmuwan yang dicatut dalam unggahan soal ekstrak nanas bisa mengobati corona membantah unggahan yang beredar. Ia menegask…",,https://twitter.com/inihoaks/status/1376500063048982532,0
madu,madu bermanfaat untuk kecantikan,"[WAAA MEMANG SAJA NAK BAGI KULIT DOUBLE PELOLES KAN! Grinning face with smiling eyes]

Hangpa rasa dengan consume #DianzVitamin sahaja dah cukup pelolesWhy not kita tambahkan lagi kepelolesan kulit dengan #DianzDHoneyBooster?Rasa madu yang umphh and sedap diformulasikan khas untuk kecantikan kulit korang tau",,https://twitter.com/Norfatiah91/status/1394881829522403332,1
Gajah,gajah berkaki lima,"Wuakakakakakakakaka RT @feli96xd: Gajah berkaki lima RT ""@KurangAsem : #BeritaAsem Ditemukan ... di Luar Galaksi Kita.""",,https://twitter.com/ectv96/status/5587211508518912?s=20,1
Dishub,Dishub dipecat,"Tersangkut Narkoba, 8 Pegawai Dishub Dipecat - http://nonstopnews.id/tersangkut-narkoba-8-pegawai-dishub-dipecat/",,https://twitter.com/nonstopnews_id/status/887329466803867652,1
,,Mengapa Ini Disembunyikan Dari Publik! Bunda Harus Tau.. Ini Bahaya Nasi Dari Magic Com Yang Belum Diketahui Orang http://fb.me/4Kd7Ds5oj,,https://twitter.com/JefryALBukhori/status/857414282006454272,1
,,"BIAYA tilang ter GRESS di indonesia : 
(Kapolri baru mantaap tancap gas !!!)  
1)… (at Handijaya Honda sunter) — https://path.com/p/4AgN1A",,https://twitter.com/LodwickFoster/status/754853456406392832?s=20,1
,,Menarik! Gajah berkaki Lima!,,https://twitter.com/ajimajis_/status/1386617673803440129?s=20,1
kayu manis,manfaat kayu manis,"Bismillah

Minuman kaya manfaat 
- 1 batang Kayu manis
- 5 Cengkih
- 3 buah Bunga lawang / pekak
- 1 Sdm madu

Rebus semua kedalam 250 ml air, tunggu hingga hangat . lalu masukkan madu.

Ramuan ini sangat bagus untuk ginjal. dan meningkatkan kesehatan hati.",,https://twitter.com/resep_JSR/status/1235807424973393920,0
Makan jamur,manfaat makan jamur,"
 Salah satu manfaat dari makan jamur adalah bisa membantu menjaga kondisi tubuh agar tubuh tetap prima selama musim hujan.E281",,https://twitter.com/ArifinTiti/status/642017606103252992,0
Demo,Aksi besar besaran 5 juli,BEM UI Bantah Akan Gelar Aksi Unjuk Rasa Besar-besaran pada 5 Juli Nanti,,https://twitter.com/tribunnews/status/1411252486761959425?s=20,1
perprea,Jokowi Siapkan Perpres Demi Permudah Tenaga Kerja Asing,Ku melihat pintu pengangguran terbuka lebar. Jokowi Siapkan Perpres Demi Permudah Tenaga Kerja Asing http://kom.ps/AFyTg1,,https://mobile.twitter.com/indsane/status/971479080372596736,1
Pil KB,Dilarang minum pil KB sebelum dan sesudah vaksin,"emg bosen kenapa ? jgn d vaksin pake pil KB aja haha RT 
@tiewyantiew
: hrs d vaksin anti bosen kali yaa?? haha. RT 
@WindaGifmore
: bener bgt",,https://twitter.com/WindaGifmore/status/101903467462918144,1
asteroid,asteroid tabrak bumi, TODAY'S HEADLINE: Waspada! 1 September Asteroid Florence Akan Tabrak Bumi,,https://twitter.com/GeronimoFM/status/899807104155828224,1
maker dan jerawat,memakai masker memicu jerawat,Jgn memakai masker wajar sembarangan. Bnyk tg tak sadar srg memakai masker sembarangan&berganti macam masker dpt memicu&memparah jerawat.,,https://twitter.com/ObatJerawat1/status/595906346287046657,1
coklat,coklat dapat menaikkan mood,"""Natal gini banyak permen coklat dimana-mana, tapi takut bikin gemuk"". Faktanya, Coklat bisa menaikkan mood kamu secara drastis, lho! Gimana bisa?

yuk cek di https://riliv.co/rilivstory/coba-makanan-untuk-mood-booster/",,https://twitter.com/riliv_app/status/1209640145693085696,0
Main game ,Main game gangguan syaraf,"Tubuhnya Tak Bisa Diam, Remaja di Aceh Diduga Gangguan Saraf Akibat Kebanyakan Main Game #RancahPost",,https://twitter.com/NoviKitty_/status/1372016474798354437?s=20,1
hiv aids,hiv aids tidak dapat disembuhkan,"Tidak semua PMS dapat disembuhkan. PMS yang disebabkan oleh HIV/AIDS, herpes kelamin dan Hepatitis B adalah contoh PMS tdk dapat disembuhkan",,https://twitter.com/unyu_ronald/status/16907445940,1
,,demi apapun gw baru tau kalo yakult terbuat dri sperma sapi sksksk,,https://twitter.com/mandaprayaa/status/1392869500307992579,1
STAN,STAN ditutup karena radikalisme,"STAN DITUTUP, KARENA MAHASISWA NYA RAJIN BERIBADAH DICAP RADIKALISME",STAN DITUTUP KARENA RADIKALISME,https://twitter.com/Wildanpribadi20/status/1292115299374731264?s=20,1
,,"Peserta Vaksinasi Mengaku Usai Divaksin Alat Kelamin Bertambah Besar dan Nafsu Seks Meningkat - Indotimur 

Wah jadi pengen cepat di vaksin nih...Grinning face with smiling eyesWinking face with tongueWinking face with tongue",,https://twitter.com/AgoesAguss/status/1364481577456046080?s=20,1
Garam ,Garam mengandung pecahan kaca,Aina Kaget Garam Miliknya Diisukan Mengandung Pecahan Kaca http://dlvr.it/PdJxkt,,https://twitter.com/aladin_archer/status/895940645294006272?s=20,1
,,"Gajah berkaki lima, sebarkan. Jangan berhenti di kamu",,https://twitter.com/okkygunawan_/status/1066648915632521216?s=20,1
kacang mete ,kacang mete menyebabkan kolestrol,"Cemilannya kacang mete, makannya bebek diksih emping, kulakan kolestrol mbi asam urat",,https://twitter.com/rchmhaw/status/1393382118521131013,1
monumen,Peresmian Monumen Po An Tui Di TMII,"Hanya Di Era Jokowi"" peresmian monumen Po An Tui di Taman Mini Indonesia Indah (TMII), Me",,https://mobile.twitter.com/Irfansona1/status/743731152310046720,1
,,Whiskey halal? Ape ke bangang,,https://twitter.com/shahirtanaka/status/530669266480017408,1
,,Ayo dorong Fadlizon sesuai ucapannya untuk mundur dari DPR.,,https://twitter.com/wisnu_aj1/status/1408320299959951361?s=20,1
Les,Les gangguan jiwa,Anak yang les terlalu banyak bisa terkena gangguan jiwa http://dewaporkas.net/anak-yang-les-terlalu-banyak-bisa-terkena-gangguan-jiwa/,,https://twitter.com/Kartu3655/status/1031062139987849216?s=20,1
tv,tv digital,"Kabar terbaru: Kominfo akan menghentikan siaran televisi analog untuk migrasi siaran TV digital paling lambat 17 Agustus 2021. Secara keseluruhan, peralihan tv analog ke digital ini dilakukan lima tahap. Tahap akhir penghentian televisi analog akan dilakukan 22 November 2022.",,https://twitter.com/asumsico/status/1400282737194377217,0
Nasi ,nasi dari rice cooker pemicu diabetes,Keluarkan nasi dari Rice Cooker kalau sudah matang karena jika disimpan lebih dari 12 jam akan menjadi pemicu Diabetes H,,https://twitter.com/ismailmusa/status/1172765327781851136?s=20,1
Mangga,Manfaat buah Mangga,Manfaat Buah Mangga untuk Kesehatan Jantung hingga Pencernaan,,https://twitter.com/VIVAcoid/status/1314884892979724288,0
siput,lendir siput  untuk kecantikan,"Ekstrak lendir siput bermanfaat untuk melembapkan, menenangkan kulit wajah, hingga memudarkan jerawat. Inilah sejumlah manfaat kecantikan lendir siput. #LendirSiput #Kecantikan",,https://twitter.com/detikcom/status/1268959664160546823,0
Miras,Miras halal di indonesia,"jika FPI dibubarkan, miras akan berubah jadi halal di Indonesia.",,https://twitter.com/dikiiibulin/status/364272775222931456?s=20,1
nusa penida,nusa penida dipenuhi sampah plastik,"Fenomena sampah plastik lainnya datang dari seorang penyelam Inggris, Rich Horner, yang melakukan penyelaman dan merekam kondisi laut di dekat Nusa Penida, Bali, yang dipenuhi oleh sampah plastik.",,https://twitter.com/qureta/status/1128625289146200065?s=20,1
mimisan,mimisan kanker darah,"rg lain mimisan krn kecapean, kanker darah, blablabla. rirry = ketiban ipad kena unjungnya",,https://twitter.com/RirryVLNY/status/1124604983817584641,1
Teh,Teh menyebabkan maag,"oh iya Mans,1 lg.ada bbrp artikel yg menyatakan bhwa kafein teh lbh tinggi drpd kopi,tp knp teh tdk menyebabkan maag sdngkn kopi bs bkin skt",,https://twitter.com/GegerSouvenir/status/340379054601555968,1
,,masa anak smp udah tau kalo nanas bisa mencegah kehamilan,,https://twitter.com/pecinta_kamu/status/212499857271828482,1
Ivermectin,Obat Ivermectin untuk Pasien Covid-19,Penggunaan obat Ivermectin untuk penderita Covid-19 menuai perbedatan di kalangan publik. BPOM memastikan bahwa Ivermectin merupakan obat cacing dan perlu dukungan uji klinis untuk digunakan pada pasien Covid-19. #CNNIDNewsHour http://cnnindonesia.com/tv,,https://twitter.com/CNNIDdaily/status/1407945332453904384,0
Manfaat,Manfaat Daun Sirsak,5 Manfaat Daun Sirsak Buat Rambut Yang Sering Gatal Dan Berkutu http://info-kecantikan.com/5-manfaat-daun-sirsak-buat-rambut-yang-sering-gatal-dan-berkutu/,,https://twitter.com/InfoJelita/status/1103500466837745666,1
payudara,memandang payudara perpanjang umur pria ,Memandang Payudara 10 Menit Tiap Hari Perpanjang Umur Pria 5 Tahun http://uhowindo.blogspot.co.id/2016/02/memandang-payudara-10-menit-tiap-hari.html?m=1,,https://twitter.com/elyas_elyasyas/status/1172039456200843264?s=20,1
,,*BERUNTUNGLAH PARA PEROKOK DI DUNIA.* Pentingnya merokok untuk melawan corona. Dibaca sampai selesai Mengunngkap fakta penelitian yang bilang merokok membunuhmu.Dan mengungkap fakta baru tentang pencegahan Virus Corona dengan asap rokok. https://almaany.com/ar/dict/ar-ar/قرناء/,,https://twitter.com/obos69/status/1246390577664389126,1
subsidi gas,subsidi gas 3 kg dihapus,"Subsidi Gas 3 Kg akan Dicabut, Pedagang: Kok Pemerintah Tega Banget, ya? http://dlvr.it/RNdMvX",,https://twitter.com/NaviriMag/status/1220470905857404928?s=20,1
,,Wah gila gajah berkaki lima ,,https://twitter.com/willynathan_/status/1379910301743677443?s=20,1
Facebook,Facebook akan di tutup,"Selasa, 24 April 2018 pukul 00.00 Facebook akan ditutup Untuk Indonesia",,https://twitter.com/WestPapua01/status/988618421528088576,1
,,☞ Cek paru-paru dan jantung agan dengan segelas air mineral http://bit.ly/jxUgNC,,https://twitter.com/notbuzzer/status/75390655228157952?s=20,1
pfizer,vaksin pfizer mematikan dan beracun,"skrg bukan cm virusnya aja yg mematikan, vaksinnyapun juga. btw yg meninggal karena vaksin itu vaksin pfizer, sinovac ya inshaAllah aman percaya sama Tuhan ajalaaah yg terbaik.",,https://twitter.com/xncxxx/status/1350630271142354944,1
